code_postal;nom_commune;Idh_4
59583;TAISNIERES-EN-THIERACHE;0.661
62418;HAUTEVILLE;0.661
59154;COUDEKERQUE-VILLAGE;0.662
62281;ECHINGHEN;0.662
59266;GONDECOURT;0.663
59386;MARQUETTE-LEZ-LILLE;0.664
59534;SAINT-HILAIRE-SUR-HELPE;0.664
59668;ZUYDCOOTE;0.664
62428;HENIN-SUR-COJEUL;0.664
59640;WARGNIES-LE-PETIT;0.665
59050;BAS-LIEU;0.665
62452;HEURINGHEM;0.666
59220;FACHES-THUMESNIL;0.666
59584;TAISNIERES-SUR-HON;0.666
59215;ESTREUX;0.666
62606;NEUVE-CHAPELLE;0.666
62861;VIMY;0.666
59009;VILLENEUVE-DEASCQ;0.667
59626;VILLERS-POL;0.667
62207;CAMPIGNEULLES-LES-PETITES;0.669
62118;BETHONSART;0.669
59338;LEDRINGHEM;0.669
62392;GUEMAPPE;0.67
59031;AUDIGNIES;0.67
62099;BEAURAINS;0.67
59470;PREMESQUES;0.671
59158;COUTICHES;0.671
62813;LA THIEULOYE;0.671
62477;IZEL-LES-HAMEAU;0.672
62887;WIDEHEM;0.672
59339;LEERS;0.672
59308;HONDEGHEM;0.672
59435;NOMAIN;0.673
59595;THUN-SAINT-MARTIN;0.675
62369;GAVRELLE;0.675
59505;ROMBIES-ET-MARCHIPONT;0.676
62847;VERQUIGNEUL;0.676
59029;AUCHY-LEZ-ORCHIES;0.677
59193;EMMERIN;0.677
59211;ESQUERCHIN;0.678
59316;HOUPLIN-ANCOISNE;0.678
62817;TILLOY-LES-MOFFLAINES;0.679
62310;ESSARS;0.68
59083;BISSEZEELE;0.68
62774;SANGATTE;0.681
59619;VILLEREAU;0.681
59434;NIVELLE;0.681
59004;AIX;0.682
62319;ETERPIGNY;0.682
62908;LA CAPELLE-LES-BOULOGNE;0.682
62712;RIVIERE;0.683
62438;HERMAVILLE;0.683
59508;RONCQ;0.685
59559;SEBOURG;0.685
62360;FRETHUN;0.686
62148;BOIS-BERNARD;0.687
59232;LA FLAMENGRIE;0.687
62371;GIVENCHY-EN-GOHELLE;0.688
59565;SEPMERIES;0.688
62290;ECURIE;0.688
62144;BOIRY-BECQUERELLE;0.688
59596;TILLOY-LEZ-MARCHIENNES;0.688
59044;BAISIEUX;0.689
62836;VAUDRICOURT;0.689
59109;BRILLON;0.69
59303;HERLIES;0.69
62147;BOIRY-SAINTE-RICTRUDE;0.69
59222;FAUMONT;0.691
62816;TILLOY-LES-HERMAVILLE;0.691
59597;TILLOY-LEZ-CAMBRAI;0.691
59634;WALLON-CAPPEL;0.692
59173;DEÛLEMONT;0.692
62664;POMMIER;0.692
59381;MARESCHES;0.693
62011;AGNEZ-LES-DUISANS;0.693
62874;WANQUETIN;0.694
62332;FICHEUX;0.694
59468;POTELLE;0.694
62544;MANIN;0.696
59078;BEUGNIES;0.696
59639;WARGNIES-LE-GRAND;0.696
62582;MONCHY-LE-PREUX;0.696
62415;HAUTE-AVESNES;0.697
59519;RUMEGIES;0.698
62747;SAINT-FLORIS;0.698
62799;SORRUS;0.699
62612;NEUVIREUIL;0.699
62039;ARLEUX-EN-GOHELLE;0.699
59563;SEMOUSIES;0.7
62680;QUIERY-LA-MOTTE;0.7
62796;SIMENCOURT;0.701
59566;SEQUEDIN;0.701
59257;FROMELLES;0.702
62009;ADINFER;0.702
59250;FOURNES-EN-WEPPES;0.702
62490;LATTRE-SAINT-QUENTIN;0.702
59598;TOUFFLERS;0.702
62323;FAMPOUX;0.703
62355;FRESNES-LES-MONTAUBAN;0.704
62752;SAINT-JOSSE;0.705
62636;OFFRETHUN;0.705
59343;LESQUIN;0.705
59325;JOLIMETZ;0.705
62223;CHERISY;0.705
62211;CAPELLE-FERMONT;0.706
59335;LECELLES;0.706
59466;PONT-A-MARCQ;0.706
62037;ANZIN-SAINT-AUBIN;0.706
59527;SAINT-ANDRE-LEZ-LILLE;0.707
62769;SAINT-TRICAT;0.707
62338;FLEURBAIX;0.707
59168;CYSOING;0.708
59022;ATTICHES;0.708
62689;RANSART;0.708
59432;NIERGNIES;0.708
59419;MOUCHIN;0.708
59586;TEMPLEUVE;0.708
59290;HAUT-LIEU;0.709
59585;TEMPLEMARS;0.71
59511;ROSULT;0.71
62378;GOUVES;0.711
62546;MANINGHEN-HENNE;0.712
59129;CAPPELLE-EN-PEVELE;0.712
59256;FRETIN;0.712
62206;CAMPIGNEULLES-LES-GRANDES;0.715
62629;NOYELLETTE;0.715
62001;ABLAIN-SAINT-NAZAIRE;0.716
62213;CARENCY;0.716
62239;COQUELLES;0.716
59145;CHEMY;0.717
62426;HENINEL;0.717
62199;CAMBLAIN-LEABBE;0.719
62535;LA MADELAINE-SOUS-MONTREUIL;0.719
62399;HABARCQ;0.719
59247;FOREST-SUR-MARQUE;0.719
62826;LE TOUQUET-PARIS-PLAGE;0.721
62252;LA COUTURE;0.722
59304;HERRIN;0.722
62892;WILLERVAL;0.723
59426;NEUVILLE-EN-FERRAIN;0.723
59588;TETEGHEM;0.725
59181;DOURLERS;0.726
62013;AGNY;0.726
59368;LA MADELEINE;0.727
62611;NEUVILLE-VITASSE;0.727
62363;FREVIN-CAPELLE;0.727
62156;BONNINGUES-LES-CALAIS;0.727
62810;THELUS;0.727
59462;PHALEMPIN;0.728
59259;GHISSIGNIES;0.728
59346;LEZENNES;0.729
59013;ANSTAING;0.729
59071;BERSEE;0.729
62073;BAILLEUL-SIR-BERTHOULT;0.73
62851;VIEILLE-CHAPELLE;0.73
62586;MONTENESCOURT;0.73
59323;JENLAIN;0.731
59408;MONCHEAUX;0.732
59088;BOIS-GRENIER;0.733
59116;BRY;0.734
62639;OPPY;0.734
59570;SOCX;0.735
59403;MILLONFOSSE;0.736
59411;MONS-EN-PEVELE;0.738
62324;FARBUS;0.739
59554;SARS-ET-ROSIERES;0.739
62279;DUISANS;0.741
59611;VERLINGHEM;0.741
59636;WAMBRECHIES;0.741
59562;SEMERIES;0.742
59658;WICRES;0.742
62115;BERNEVILLE;0.742
62012;AGNIERES;0.743
62307;ESCALLES;0.743
59523;SAINGHIN-EN-MELANTOIS;0.745
59025;AUBERS;0.745
59529;SAINT-AUBIN;0.745
59277;GUSSIGNIES;0.747
59638;WANNEHAIN;0.747
62742;SAINT-AUBIN;0.748
59100;BOUSIGNIES;0.749
59042;BACHY;0.749
59278;HALLENNES-LEZ-HAUBOURDIN;0.75
62085;BASSEUX;0.753
62615;NIELLES-LES-CALAIS;0.754
59378;MARCQ-EN-BAROEUL;0.755
59128;CAPINGHEM;0.755
62854;VILLERS-AU-BOIS;0.757
62520;LOCON;0.757
62609;NEUVILLE-SAINT-VAAST;0.758
59106;BOUVINES;0.759
59096;BOURGHELLES;0.759
62878;WARLUS;0.761
62654;PEUPLINGUES;0.761
62358;FRESNOY-EN-GOHELLE;0.762
59258;GENECH;0.764
62003;ACHEVILLE;0.765
59427;LA NEUVILLE;0.767
59451;ORSINVAL;0.768
59600;TOURMIGNIES;0.769
59197;ENNEVELIN;0.77
59124;CAMPHIN-EN-PEVELE;0.771
59605;UXEM;0.772
62869;WAILLY;0.774
62454;HINGES;0.776
59034;AVELIN;0.776
59217;ETH;0.777
59609;VENDEVILLE;0.781
59522;SAILLY-LEZ-LANNOY;0.782
59146;CHERENG;0.788
59056;BEAUCAMPS-LIGNY;0.789
59602;TRESSIN;0.793
59458;PERONNE-EN-MELANTOIS;0.795
59437;NOYELLES-LES-SECLIN;0.798
59328;LAMBERSART;0.798
59201;ERQUINGHEM-LE-SEC;0.801
59356;LOMPRET;0.813
59421;MOUVAUX;0.823
59196;ENNETIERES-EN-WEPPES;0.826
59195;ENGLOS;0.83
59150;COBRIEUX;0.83
59364;LOUVIL;0.835
59398;MERIGNIES;0.843
59090;BONDUES;0.852
59275;GRUSON;0.864
59487;RADINGHEM-EN-WEPPES;0.866
59371;LE MAISNIL;0.871
59208;ESCOBECQUES;0.938
59147;CHOISIES;
59171;DEHERIES;
59186;ECCLES;
59188;ECUELIN;
59240;FLOURSIES;
59420;MOUSTIER-EN-FAGNE;
59573;SOLRINNES;
62026;AMBRICOURT;
62062;AVESNES;
62066;AVONDANCE;
62079;BANCOURT;
62091;BEAUDRICOURT;
62101;BEAUVOIS;
62103;BEHAGNIES;
62121;BEUGNATRE;
62129;BIEFVILLERS-LES-BAPAUME;
62134;BIMONT;
62137;BLANGERVAL-BLANGERMONT;
62142;BLINGEL;
62143;BOFFLES;
62157;BOUBERS-LES-HESMOND;
62171;BOYAVAL;
62175;BREVILLERS;
62189;BUS;
62208;CANETTEMONT;
62210;CANTELEUX;
62238;CONTEVILLE-EN-TERNOIS;
62242;COUIN;
62243;COULLEMONT;
62253;COUTURELLE;
62266;DENIER;
62283;ECOIVRES;
62301;EQUIRRE;
62339;FLEURY;
62342;FONTAINE-LES-BOULANS;
62344;FONTAINE-LES-HERMANS;
62348;FOUFFLIN-RICAMETZ;
62352;FRAMECOURT;
62357;FRESNOY;
62375;GOMMECOURT;
62389;GRINCOURT-LES-PAS;
62396;GUINECOURT;
62411;HARAVESNES;
62425;HENDECOURT-LES-RANSART;
62433;HERICOURT;
62435;HERLINCOURT;
62453;HEZECQUES;
62455;HOCQUINGHEN;
62462;HUCLIER;
62470;INCOURT;
62494;LECHELLE;
62511;LIGNEREUIL;
62537;MAGNICOURT-SUR-CANCHE;
62541;MAISONCELLE;
62545;MANINGHEM;
62547;MARANT;
62554;MARESVILLE;
62565;MENCAS;
62577;MONCHEL-SUR-CANCHE;
62578;MONCHIET;
62590;MONTS-EN-TERNOIS;
62593;MORVAL;
62605;NEULETTE;
62607;NEUVILLE-AU-CORNET;
62619;NOREUIL;
62625;NOYELLES-LES-HUMIERES;
62658;PITTEFAUX;
62659;PLANQUES;
62682;QUILEN;
62708;RIENCOURT-LES-BAPAUME;
62720;ROMBLY;
62722;ROUGEFAY;
62725;ROYON;
62762;SAINT-MICHEL-SOUS-BOIS;
62768;SAINT-REMY-AU-BOIS;
62778;SARS-LE-BOIS;
62791;SERICOURT;
62795;SIBIVILLE;
62809;TERNAS;
62814;THIEVRES;
62822;TOLLENT;
62828;TRAMECOURT;
62833;VACQUERIE-LE-BOUCQ;
62838;VAULX;
62857;VILLERS-CHATEL;
62860;VILLERS-SIR-SIMON;
62876;WARLENCOURT-EAUCOURT;
99999;NORD-PAS DE CALAIS;0.483
